prolific_id,consent,gender,age,qualification,english_prof,past_amr_experience_check,past_amr_experience,interaction_1_describe,interaction_1_communicating_intent_check,interaction_1_communicating_response,interaction_1_light_behaviour,interaction_2_describe,interaction_2_communicating_intent_check,interaction_2_communicating_response,interaction_2_light_behaviour,interaction_3_describe,interaction_3_communicating_intent_check,interaction_3_communicating_response,interaction_3_light_behaviour,interaction_4_describe,interaction_4_communicating_intent_check,interaction_4_communicating_response,interaction_4_light_behaviour,trust,general_trust,safe,general_safe,improved_perception,intent_communication_makes_user_comfortable,displayed_social_behaviours
5ede951ed30bbc123adadda2,yes,Male,26,Bachelor's degree,Full Professional Proficiency,2,"I have used the roomba floor vacuums previously in my house, and they work surprisingly good, as they are very efficient, both in battery life and in its proper use.",It acts safely and is really efficient in its movements.,Somewhat agree,I believe the robot is behaving in a way to purposely avoid a collision with the person in front of it.,"Yes, as it shows that something is happening that is activating a response mechanism",It seems that it is accurately able to measure distance in order to avoid crashing and potentially causing any harm to the person in front of it.,Somewhat disagree,"It doesn't seem to communicate anything in specific, rather just act according to the context it is in.","Not really, as it doesn't show any difference when it slows down, to alert or communicate any response mechanism",It seems that the mower is asking for the person in front of it to move so it can continue its path,Strongly agree,"I believe that the robot is intending to keep moving in the direction it was following, and the lights and movement are asking the person to move so it can continue its path.","Definitely, as it seems intuitive that the robot is asking the person in front of it to move.",It actively moved out of the way to continue its path to see if there was a way to avoid crashing and still keep its purpose,Somewhat agree,I think the robot moved in front of the person so they could see they were interfering with the robot's path,"Definitely, the movements are asking for the person to move so the robot can continue its path",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
5ee1272794a7b01487d0d906,yes,Female,23,Bachelor's degree,Minimum Professional Proficiency,4,I know something about them,It recognize that he is driving into an object,Neither agree nor disagree,Robot is programed to avoid objects,Yes,Robot kept following this person but was slower,Neither agree nor disagree,He slow down to avoid hiting human,No,Robot was confused,Strongly agree,He was trying to show that he needs to drive there,Yes,Robot drove around this person,Neither agree nor disagree,He was avoiding person,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
5ee35bd68326e102273173ee,yes,Female,28,Master's degree or higher,Full Professional Proficiency,2,i use a vacuum cleaner,"it is careful, minding the obstacle",Somewhat disagree,it is doing its job safely,no,the robot is following the man,Somewhat agree,it follows its owner,no,it met an obstacle and can't go further,Somewhat disagree,"it's just doing its job, minding the obstacles",no,it's driving around its owner,Somewhat agree,the robot is driving back and forth trying to give a sign,no,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
5ee3c9a7236bef095fd67d0e,yes,Female,25,Bachelor's degree,Full Professional Proficiency,3,"I have used them before, for example, a roomba and conveyors","It moved directly (straight) to the human, then in stopped and turned around and it parked.",Somewhat agree,"The robot did not wanted to inconvenience the human, that is why it stopped and parked.",I did not complemented its behaviour as I think it should be normal,The mower is following the human,Neither agree nor disagree,I think the mower is only following whatever movement it sees or perceives,No,The mower is moving back and forward in front of the human,Neither agree nor disagree,"Maybe it's providing a warning to the human. As if saying ""get out of the way or I will run over you"".","NO, it could be interpreted as a negative behaviour",The mower avoids touching the human,Somewhat agree,Does not want to interfere on the human's way...,"Yes, I think it's a positive thing to not incovenience someone.",Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
5eee6d18290a5e30822f4b35,yes,Male,45,Master's degree or higher,Native or Bilingual Proficiency,2,I have seen AMR hoovers and mowers in use.,The mower is reactionary to human movements,Strongly agree,I strongly believe the mower has been programmed to react sensitively to the human's movement.,Yes. It was important. It showed its movements are sensitive.,The mower's behaviour this time was more definite and quicker.,Strongly agree,The mower was programmed to be faster and get to work quicker.,Yes it complemented its behaviour. It was urgent like the mower was keen to get to work.,The mower is very sensitive to the presence of the man.,Strongly agree,The mower is keen to get to work but knows the man is in the way.,Yes. The light was constant just like the constant attempts by the robot itself to get to work.,The mower is determined to get to work.,Strongly agree,The robot is eager to get to work and is will8to get round the man to do so.,The light generally matched the eagerness of the robot to get down to work.,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
5ef0b3a1bf585900099155cb,yes,Male,63,Bachelor's degree,Native or Bilingual Proficiency,1,,It detected an obstruction and moved out of the way.,Strongly disagree,The unit's purpose is to mow the lawn. It communicates the purpose in no way.,"Yes, it may indicate to the person that the unit has detected his presence.",It detects the person moving ahead of it and maintains about one metre distance.,Strongly disagree,"Again, it does not communicate a purpose.",No.,It detects the person and mows back and forth up to near the person.,Strongly disagree,It does not communicate a purpose.,It may indicate that it has detected the obstruction.,The mower detects an obstruction and mows around the obstruction.,Strongly disagree,It does not communicate a purpose.,The light may indicate that it has detected an obstruction.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree
5ef658dc548fce12fda46af8,yes,Non-Binary,27,High school diploma or equivalent,Full Professional Proficiency,2,I know of them and I have watched them work,"It's moving forwards until it encounters an obstacle, then it moves away until the obstacle is cleared",Somewhat agree,The purpose of clearing the obstacle before continuing its path,Yes,It followed its path but slower so to no bump into the person,Somewhat agree,"Yes, that you can go on on your life without having to pay attention to the mower, it changes its path or speed on its own",Yes,"It tried again and again to pass trought the same path, but without bumping with the person",Somewhat agree,"Yes, that it will not hurt or crash",Yes,"It encountered an obstacle so it went around it, but then waited for it to move",Somewhat agree,"Yes, it was waiting for a new path to open for it",Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
5efb2cae4187a504713a4081,yes,Male,23,Bachelor's degree,Full Professional Proficiency,2,My father has an autonomous vacuum cleaner for his store. I borrowed it and used it once or twice.,The mower avoids obstacles and stops once it gets close to the person.,Strongly disagree,The robot simply stopped.,No.,The mower is following the person,Somewhat agree,"I agree somewhat, since I'm not sure of its intention but it does seem to be following the person. Perhaps asking to be put on a charging pad?","No, since the light barely changed.",THe mower it approaching and then getting away from the person repeatedly.,Somewhat agree,"I agree, since by moving forwards and backwards with respect to the person it must be trying to communicate something. Perhaps that it has finished its task?","Yes, since it shows movement.",It first goes around the person until it faces them and then moves backwards and forwards.,Somewhat agree,"I agree, for the same reason as in the previous example. It probably shows the same intention, just with the added effort of first facing the person it is trying to communicate with.","It does communicate something, since the light starts changing once the robot faces the person.",Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
5eff423e0edf450b7e5e90ea,yes,Male,50,Master's degree or higher,Native or Bilingual Proficiency,2,I have used a robot vacuum cleaner at a holiday property. It was simple to use and a bit of a novelty. It seemed to clean OK and saved effort.,Safety aware.,Somewhat disagree,The mower is following its programming to avoid obstacles and is not really intending to communicate. I feel the question is attempting to apply human like qualities to a programmed machine.,It functioned as a warning,It slowed to avoiding driving into the person,Strongly disagree,The mower is simply following its programming to avoid driving into a person.,It helped improve its visibility if someone saw it,It stopped to avoid hitting the person and then reattempted to see if it could get past,Somewhat agree,It seemed to warn the person of its presence and intention to get past.,It was a warning but could also be seen as demanding clear passage,It took a detour behind the person and then moved in front of him,Somewhat agree,It could be seen as berating the person for being in its path whilst also trying to avoid him,The flash was a warning and also rather demanding,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
5eff88c6f119a1062044e6f9,yes,Female,30,High school diploma or equivalent,Full Professional Proficiency,3,"We use a lawnmower at our hometown of Gyomro to mow the lawn. We have a family house with a garden, and most of the backyard part is done using this mobile robot. I think it's efficient since our garden is mostly square, so there are not many objects it has to steer aside from.","The mower is moving in a given route until meeting an object in the way, it needs to recalibrate to steer aside from the object, or wait for the obstacle to move out the way.",Somewhat agree,The robot is demonstrating in a closed environment on how it works. Showing what happens when it meets an obstacle. It communicates using the lights.,I think it shows that the robot is calculating the route and i think it complements the behaviour paired with it.,The mower is slowly keeps going on it's route and recognizing that the obstacle in front of it is moving too.,Somewhat disagree,"The robot doesn't attempt to communicate with the obstacle, but it does slow down and realises that the obstacle is keeping or increasing the distance","I dont think in this case the light behaviour is that important, the robot didnt need to communicate it could work properly, albeit a bit slowed down.","The mower is trying to steer off from the obstacle, but it has no route to take, so it keeps going back and forth.",Strongly agree,"I think the mower is trying to coummnicate and recalibrate the route, but it cant get any response from the said obstacle, and doesnt find any other route.",I think it was important and showed that it was trying to figure out the next step and coummnicate.,The mower in this case was able to get around the obstacle and do it's job around the route it was designed to.,Somewhat agree,"I think the mower is trying to communicate after finishing almost all of it's route, but only one part of it remains where to obstacle resides. Tries to communicate with the obstacle and finish that spot too.",I think it was a correct behaviour based on the status of the obstacle and the mower.,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
5f149b7dab1b5e096ca4f39e,yes,Female,31,Bachelor's degree,Full Professional Proficiency,4,"I owned a roomba vacuum cleaner for about 2 years, and used it extensively to clean the floors of a flat.","when it encountered an obstacle (a human), it stopped moving, then moved out of the way, and let the person keep walking.",Somewhat agree,I think the robot showed the intention of letting the person walk in his path.,"No, I think it was pretty useless.","The mower was moving, then encountered a walking person, and kept moving matching the person's pace.",Somewhat agree,"By slowing down, the robot showed the intention of matching the pace of the human walking in front of it.",No.,"The mower was moving, encountered a person in its path, and then moved backward, forward, then backward again, and so on and so forth.",Strongly agree,"By its repeated movement, the robot wanted the person to move out of its way, presumably to continue moving on its path.","Yes, the lights were moving in one direction when the robot was moving forward, and in the opposite direction when it was moving backward. This, coupled with the movement, showed impatience and was useful in understanding the robot's intention.","The mower was moving and then encountered a person facing away from it. It dodged the person, turned around to face him, and started moving forward and backward in front of the person, flashing lights.",Strongly agree,"I think it's trying to communicate something, but I'm not quite sure about what. If I had to guess, I'd say the robot was searching for the person to warn him about something dangerous.","Yes, I think the flashing lights could mean that the robot was trying to communicate danger.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
5f209641ae86003b679bb43f,yes,Male,25,Master's degree or higher,Full Professional Proficiency,3,I have a robot vacuum cleaner at home and I've also worked with mobile picking robots in pharmacies.,"The mower was on its way, came across a human being, and made a reverse maneuver to get away from the person!",Somewhat agree,"I think the robot intended to avoid the person, showing respect for the person","Yes, totally",The mower was chasing the man and slowed down to avoid crashing into him,Neither agree nor disagree,I think the mower intended not to hit the person by slowing down,"Yes, I do",The mower was walking backwards,Neither agree nor disagree,I didn't quite understand the mower's intention,Maybe,The mower went around the person and then went in front of the person and walked backward,Neither agree nor disagree,"I didn't quite understand the robot's intention, but maybe he wanted the person to move away",I guess,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
5f23059ab07e8c06aeb696e2,yes,Male,29,High school diploma or equivalent,Minimum Professional Proficiency,3,i have a robot vacuum cleaner for my home and i use it regularly,it stoped and steped aside to avoid the person,Somewhat disagree,i do not think that the mower is attempting to communicate in any purpose.,i think it is important because it is avoiding to harm the person.,it slowed down to avoid hurting the person,Strongly disagree,i do not think it is attempting to communicate with the person.,important because it is avoiding to hurt the person,it wwas trying to go through,Strongly disagree,i do not think it was trying to communicate.,the behaviour is important because it is anoiding to harm the person.,the mower passed the person avoiding hurting him.,Strongly disagree,i do not think it is attempting to communicate,it is important because it is avoiding any harm to the person,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
5f24891abbc6190706421642,yes,Male,32,High school diploma or equivalent,Native or Bilingual Proficiency,2,"i have seen several vacuuming robots and cleaners, recently i have seen robots that have auto clean functions and mopping functionality",the mower detects a person and backs up to allow the person to continue walking,Somewhat agree,the light at the top seem to indicate its direction,"yes, it was like a car that uses lights to communicate where it is going",the mower seems to follow the person or slows down to avoid a collision,Somewhat disagree,there is no intent to communicate anything,there was no apparent change in lights,it is trying to continue without avoiding the obstacle,Somewhat agree,"the mower will not change its path, and is asking or waiting for the obstacle to move",yes the light communicates there is an issue,the mower moves to face the person and again moves back and forward multiple times,Somewhat agree,the mower wants the person to move,yes the light effect moves back when the robot backs up and the light effect reverses direction to match its forward moment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
5f27f72385b08703d1d81197,yes,Female,25,Bachelor's degree,Native or Bilingual Proficiency,4,"I've used a vacuum cleaner to clean the carpet, also when cleaning the car.",the mower seemed to sense that someone/something was blocking its path and moved out of the way so that the person could pass.,Somewhat agree,maybe the mower could sense that the object was moving and was attempting to communicate that it could move past first before it continued on its path.,"I'm not sure, I didn't pay attention to the light behaviour.",The mower seemed to sense that something/someone was moving in front of it and slowed down and continued to move at a slower pace because of it.,Somewhat agree,"I think the mower is trying to communicate that it has been programmed not to bump into moving obstacles/to be careful of moving obstacles, so that it doesn't crash into a person for example.","No, the light didn't seemed to change, but maybe that was because it didn't stop completely, it just slowed down?","The mower seems to sense that something is blocking its path, it keeps moving back and forth not knowing what to do because the obstacle isn't moving out of its path.",Somewhat agree,"I think the purpose it's trying to communicate is that it can't move past the obstacle, it keeps flashing like it's trying to get someone's attention to say that something is wrong.","Yes, the flashing light seemed to complement its behaviour because it seemed to be trying to convey that something is wrong because it was being blocked by something and couldn't continue working.",The mower seemed to be able to move around the obstacle but still saw it as a problem because it couldn't clean that spot maybe.,Somewhat agree,The mower started flashing after it moved around probably to communicate that something was still blocking it's path and it wasn't able to clean properly as a result.,"Yes, it didn't flash when it went around the obstacle but it flashed the second time it encountered the obstacle because it was still blocking its path and it couldn't clean that spot properly.",Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
5f2bcbc32f987467d6b45807,yes,Female,22,Bachelor's degree,Full Professional Proficiency,5,I have hands-on experiences with autonomous mobile robots like lawn mowers and vacuum cleaners and understand their functions and maintenance needs.,"This mower seems to be aware of its surroundings, and it is equipped with motion sensors that detect humans and possibly objects. It is quite intelligent, as it is aware someone needs to go past it, so it creates space. this avoids collisions and allows the person to pass safely.",Neither agree nor disagree,"I think it is not trying to communicate, as it is following pre-programmed intuitions to detect possible obstacles and ensure sage and efficient navigation. However, you can argue that by the mower stopping and moving out of the way, it is signalling awareness of the presence of a human, and by moving out of the way, it demonstrates safety and avoids causing any inconvenience or harm.","Yes, the light behaviour shown by the robot serves as a visual signal; therefore, it helps other people understand what the robot is doing and shows the actions of the robot  (as it moves back for a safe and clear passing for the human) in a clearer and safer way. it also communicates its own way to show that those actions demonstrate understanding, allowing a two-way understanding for the robot and the human.",The mower is trailing behind the human at a slow pace. it demonstrates awareness and ensures safety by adapting its speed to the pace of humans. avoiding collision and further injuries,Somewhat agree,"It may not explicitly be communicating, but but its actions of moving at the pace of the human to avoid collision and ensure safety, shows clear pure intentions to move with caution and respectively around humans within their surroundings.","Yes, the light behaviours are important because it identifies its surroundings and are also good for when, in the dark, people are aware of the robot and its intentions to ensure safety for both of them. it can also help humans, maybe allow the robot to pass by.",The repetitive moving back and forth shows the robot is either trying to find a clearer path for the human or trying to get the human to move it of the way so it can pass.,Somewhat disagree,"There are two possibilities, as mentioned, either trying to find a way to clear the path for the human or for the human to move out its way so it can pass. what's been demonstrated is not clear.","No, the moving back and forth it showing it identification of the human.","The mower was able to identify the human and move around to avoid them, then redirects back to the human, moving back and forth to navigate a way out but gets blocked by them.",Strongly disagree,"At first, it was to move around the human to find a clearer path, but ends up repositioning back to them. its not clear what the intentions were in the second act.",at first yes to show the human in its way and asses clearer path. then no as unsure of the behaviour,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
5f3960627b62930ab183a9c8,yes,Male,45,Master's degree or higher,Full Professional Proficiency,4,I have a self-propelled vacuum cleaner that works at home at specific times of the day and is controlled by an application.,The mower noticed the man and stopped. The fully automatic lawn mower has built-in sensors.,Somewhat agree,The robot will not come too close to the obstacle,Yes. The mower is programmed so that it will not hit an obstacle,The mower slows down and moves on as the obstacle moves.,Strongly agree,The mower moves intelligently as the obstacle moves,"Yes, the mower intelligently slows down and starts moving as soon as the obstacle disappears from the mower's range","When the mower notices an obstacle in its path, it slows down, reverses and starts moving again",Strongly agree,The mower tries to signal the obstacle to move out of the way in order to continue working,Yes. The mower signals with its movements that there is an obstacle in its path and with its movements it wants to move the obstacle and force it to get out of the way.,"The mower notices an obstacle in its path, avoids it, and then tries to force the obstacle to move on the other side.",Strongly agree,"By its behavior, the mower tries to force the obstacle to move",Yes. The mower tries to force the obstacle to leave the area that the mower wants to mow,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
5f3984fcef03d351e79199bd,yes,Female,28,Bachelor's degree,Full Professional Proficiency,4,"Every autonomous mobile robots I use (that I can think of right now) are home related. The vacuum cleaner, the lawnmower,... I am thinking of the kitchen robot Bimby but I am not sure if it qualifies as such","The robot was moving foward in a straight line until it sensored an obstacle ahead. When it did, it stopped, backed up and redirected to a zone without obstacles.",Somewhat agree,"I chose ""somewhat agree"" because I believe there is a lot of ""little moves"" it makes to communicate that it noticed the obstacle and it was preparing itself to move again but in another direction.","A bit, but it's not my focal point of attention","The mower did not stop this time because it noticed the obstacle was moving further away. So, in this case, kept his course but with less velocity.",Strongly disagree,Not really. It did not identify any problems so it just kept going,The light did not catch my attention at all,The robot identified an obstacle in front of it so it kept backing up and trying to go ahead again. It did not go for another direction this time.,Neither agree nor disagree,"I am not sure, honestly. I think it's just trying to execute its task.",This time I looked at it the whole time and I do not. The pattern was the same throughout,"The mower was very effective in going around the obstacle. But the second time around, the activity was not the same. It kept trying to execute the same task (that was going straight in front)",Neither agree nor disagree,"I am not sure. I believe, again, it was just trying to execute it's task","Yes. When it was not being able to achieve the task, the light started flickering",Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
5f4520ebb012170878012efc,yes,Male,39,Master's degree or higher,Full Professional Proficiency,4,i'm an owner of 4 autonomous vacuum cleaners,"The mower sensed someone in its way, moved out of the person's path, and then paused",Strongly agree,"yes, the purpose is to mow within the rectangle","yes, it's important because it helps it stand out and become more visible","The mower sensed someone in its path, but it was not an obstacle, so it slowed its pace but continued mowing",Strongly agree,"Yes, the mower was being cautious when encountering someone in its path but sensed that it was moving and not a fixed obstacle","yes, it helps by make it more visible","The mower's behavior was to step back when it sensed someone blocking its path, then enter a loop where it continued to step back and proceed until it sensed the obstacle again",Strongly agree,the implicit message sent by the mower is convey to the obstacle to move out of its way,"yes, because it helps becoming more visible","at first it try to got around the person when it encounter from the back, but when it face in front of the person, enter a loop by stepping back and going forward hoping the person sees it and move",Strongly agree,"if the person cannot see the mower, then proceed to go around, but if the person sees the mower , the mower tries to get the person attention conveying to move out of its way","yes, it helps to gather the attention of the person that is infront of the mower",Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
5f47cdcb9603e31f7f6a7dbd,yes,Male,19,High school diploma or equivalent,Full Professional Proficiency,3,I have used an autonomous vacuum cleaner regularly in the past.,"It is mowing forwards until it detects an obstacle, in which case it it goes a little backwards and stops. In such case its lights also flash to warn the person in case a human is the obstacle.",Somewhat agree,"It is meant for automatic lawnmowing, removing the need for a human to do this task.",I think it's useful as a warning sign.,"It keeps mowing forward, until it finds an obstacle, in which case it slows down to follow that obstacle instead of hitting it. I can only assume it stops when the obstacle does.",Somewhat disagree,"I don't think it communicates anything, unlike the previous one which communicates a warning through its lights.","They are not interactive as in the previous example, but they're still useful to draw your attention to its presence.","It mows forward until it finds an obstacle, in which case it moves slightly backwards and tries again to go forward again.",Strongly agree,It is communicating towards the obstacle to move out of its way.,"Yes, it gives a warning and another sign for the person to move away from the mower.","It mows forward until it finds an obstacle, in which case it goes around the obstacle to finish mowing as much area as possible in the space around it.",Strongly agree,"It is still pushing towards the person, communicating that it cannot mow the area under them.","Yes, it's a good method of communicating a warning and a sign to move back.",Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree
5f4f9deca0830d07329e0efa,yes,Female,33,High school diploma or equivalent,Full Professional Proficiency,1,,"Mower stopped, backed up and let pedestrian pass it.",Strongly disagree,Robot is programmed to give way to humans.,Important.,Mower slowed down and followed human.,Strongly disagree,Robot is programmed to slow down.,Important.,Mower is trying to pass human.,Strongly disagree,Robot is programmed to pass humans/objects.,Important.,Mower passed human but then turned around and got confused.,Strongly disagree,Robot is programmed to pass humans.,Important.,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
5f4fa418ab8e46072d3108a1,yes,Male,22,High school diploma or equivalent,Minimum Professional Proficiency,3,I own a robotic vacuum cleaner,"Mower moves out of persons path, flashes its lights perhaps to indicate its stopped",Somewhat agree,It appears to communicate that person can continue in its path,yes,It appears to follow the person or slow down to avoid collision,Somewhat disagree,It is not quite clear what the mower is trying to do,Light on the mower did not do anything,Mower stops to avoid collision with person and moves back and forth to show its intention to continue in its path,Strongly agree,Mower is clearly communicating its intention to continue in its path,yes,"Behavior is almost same as before, but this time mower drives around the person, perhaps recognizing the person is not facing it and tries to be in the field of view",Strongly agree,This time it appears to be very clear that the movers is trying to communicate to the person to clear its path,yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
5f5a5b1f0093330fa4ea011f,yes,Male,29,High school diploma or equivalent,Native or Bilingual Proficiency,2,I have friends that have a roomba and automatic lawnmower that I have seen them use,It senses a person in front of it and backs off and to the side to allow the person to move forward,Somewhat agree,"It moves to the side and stops, assuming the person wants to keep going in the opposite direction that it itself was going which is a reasonable assumption","Yes, it shows it has awareness of its surroundings and gives you more trust that it wont break or impede you and be more autonomous",It senses a person walking away from it and slows its speed,Somewhat agree,It slows down in order to attempt to prevent it from going faster than the person and bumping them,"Yes, it shows that its aware and does corrections to prevent it from causing an accident that could break it or injure a person",It backs up and goes forward to check whether the obstacle in front of it is moving,Neither agree nor disagree,It is somewhat unclear how long this cycle will go on for so its intention is unclear,It shows it is making decisions but it feels like it doesnt know how to resolve the issue of the obstacle,it goes around the obstacle and tries to come at it from the other side and then idles in a back and forth cycle,Neither agree nor disagree,"It is still unclear what the mower wants to achieve by idling, maybe it waits for the obstacle to move or it is idling to make a decision","Yes, it goes around the obstacle to prevent an accident, but then it also idles which is unclear",Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree
5f5bd225fc41a5384dce2d87,yes,Female,21,Bachelor's degree,Native or Bilingual Proficiency,4,I have done one study with autonomous mobile robots and it was a learning expeience.,It can sense a human being near it and does not want to crash it so it makes way for the human.,Somewhat disagree,I do not think it is communicating a purpose but I think it is communicating its awareness of the human being.,"Yes, I think that it plays a sensory role. The solid blue was shown when there was no human awareness but once there was human awareness it started flicking to show that it senses something.","It slows down once it senses the movement of the human being, it does not come to a halt as it senses the human moving.",Somewhat agree,It is communicating that it cam feel the presence of the human,No,It is moving back and forth from the human being,Somewhat agree,I believe it is trying to  communicate to the human being something by doing this movement.,No,It is moving in cirlces in front of the human being. Moving back and forth as well.,Strongly agree,"As it moves forward, the lights change to show a communication","Yes, as it got closer, the lights changed but while it was moving around the lights did not change.",Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
5f644f300599af1d7d428ef2,yes,Female,28,Bachelor's degree,Full Professional Proficiency,4,"i have a vacuum cleaner. Works quite well and efficiently, saving me some work and time","when it is in front of the person, it moves away so as not to obstruct the passage",Strongly disagree,I don't think it is trying to communicate any purpose. It simply encountered an obstacle and dodged,"Maybe, since the light started flashing in the direction he veered towards","When it approaches the person, it slows down so as not to collide with her, following their pace",Somewhat disagree,"I don't think it's really trying to communicate anything, it was simply programmed to detect an obstacle and keep pace with it so as not to collide.",I didn't notice any difference in the light,"In front of the person, it starts a repetitive behavior, moving back and forth in the same place",Somewhat agree,I think it is trying to communicate the type of movement it's going to make,"the light follows the movement it is going to make, blinking backwards when it moves in that direction","In front of the person, it moves, bypassing her. Then it moves, so it's facing her, moving then  back and forth in the same place",Strongly disagree,I don't think I'm trying to communicate anything,"Although there are changes in the light, I do not consider them to be completely in line with the behavior adopted.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
5f6e0be76cea482e27d38c95,yes,Male,22,High school diploma or equivalent,Full Professional Proficiency,3,I own autonomous vacuum cleaner and also saw autonomous lawnmower in action.,It detects that there is a person in its way so it makes a way for human to pass.,Strongly agree,Robot's intention is to not bump into human.,It looked intentional because it turned on when human blocked the way.,Mower patiently waits for human to leave its way by slowing down.,Strongly agree,Robot's intention is to not bump into human.,no,It notifies man that it wants to go this way but he is blocking the way.,Strongly agree,Robot's intention is to give human a message that it wants to go this way.,It was shown to grab human's attention.,Mower definitely shows human that he stays in its way by trying to get his attention.,Strongly agree,Robot's purpose is to make human notice him and let him pass.,It's purpose is to make human notice it.,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree
5f7f18137488a50407d729e6,yes,Female,26,Bachelor's degree,Full Professional Proficiency,5,I have much experience with AMRs with a strong focus on developing solutions in industrial,"The mower is stopping close to the man, and it turns back and stops. It has full control.",Somewhat agree,The intention was to alert the person to stop or move back,Yes,The mower's behavior is good,Strongly agree,The robot is using the person's pace to move.,Yes,The mower is calm and it moves slowly,Strongly agree,The mower is moving back when its close to the person; it can sense when it's close to the person,yes,The mower is rounding the person and keeps coming back and forth.,Somewhat agree,The robot's intention is to move around the person,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
5f972495edd0af0a73ef9f6b,yes,Male,39,Bachelor's degree,Full Professional Proficiency,2,I have used a robotic vacuum cleaner in the past.,"The mower moves in a straight line, and when it encounters a human in front of it it stops, moves back and to the side, letting the human to move forward.",Somewhat agree,I think that the mower's behaviour/purpose is to indicate that it poses no obstacle to the human.,"Yes, I think that the light behaviour was important as it indicated that the mower detected the human in front of them.","The mower was moving in a straight line, and when it encountered a human walking in front of it, it slowed down its speed in order not to collide with them.",Somewhat agree,I think the purpose / intention of the mower's behaviour was to showcase that it understands a human is in front of them and walking.,"I don't think the light behaviour was important and there were no changes to it, which makes sense if the human is not facing the mower and moving away from it.","The mower was moving in a straight line, and when it encounter a standing human in front of it, it moved back and then tried to move forward again. Since the human was still there it stopped in front of them, and then attempted moving back and forward multiple times, always stopping when in close proximity with the human.",Somewhat agree,I think the mower's purpose / intention was to show that it detected the human and moved back in order not to collide with them.,I think the light behaviour was important in indicating the the mower detected the human in front of them.,"The mower was moving in a straight line and when it detected a human standing in front of it, it changed course in order to bypass them, then turned back towards them and stopped / moved back once it got close. It then attempted to move forward multiple times, always moving back when getting close to the human.",Somewhat agree,"I think the mower's purpose / intention was to show that it detected a human, and that when this happens it will change course or move backwards from the human.","Yes, I think the light changing when the human was detected, was important in showcasing that the detection happenned.",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
